MID,DBA Name,VI/MC,AMEX,DISC,DEBIT,EBT,,VI/MC,AMEX,DISC,DEBIT,EBT
7641110042403818,HALL & BIENSTOCK ORAL & M,0.05,0.05,0.05,,,,,0.08,,,
7641110042403819,HALL & BIENSTOCK ORAL & M,0.05,0.05,0.05,,,,,0.08,,,
7641110042403824,WESTEND BIKES            ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042403837,FULLERTON DENTAL ASSOC.  ,0.17,,0.17,,,,0.1,0.08,0.1,,
7641110042403841,ARCANECOMICS.NET         ,0.81,0.81,0.81,,,,0.11,0.11,0.11,,
7641110042403846,MAHINA SURF              ,0.12,,0.12,,,,0.1,0.1,0.1,,
7641110042403852,SWEET AND SAUCY SHOP     ,0.17,0.17,0.17,,,,0.12,0.12,0.12,,
7641110042403855,PIIHOLO RANCH LLC        ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042403856,SURF RENTS TRUCKS        ,0.42,,0.42,,,,0.13,0.13,0.13,,
7641110042403863,WEST HILLS ANIMAL CLINIC ,0.51,0.52,0.51,,,,0.13,0.13,0.13,,
7641110042403867,HIC - KONA               ,0.12,0.12,0.12,0.05,,,0.13,0.12,0.13,0.11,
7641110042403879,OPTIK PDX                ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042403887,OJAI RANCHO INN          ,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042403888,IMUA PHYSICAL THERAPY    ,0.11,2.01,0.11,,,,0.11,0.21,0.11,,
7641110042403920,SALON VIVO - SABRINA     ,0.99,,0.99,,,,0.03,0.13,0.03,,
7641110042403928,JOY'S PLACE LIVE         ,0.47,,0.47,,,,0.11,0.21,0.11,,
7641110042403929,LUANA KAI                ,0.13,,0.13,,,,,0.08,,,
7641110042403940,BEST WESTERN INN AT THE R,0.12,,0.12,,,,0.08,0.08,0.08,,
7641110042403944,CHRISTIAN SURFERS        ,0.37,0.37,0.37,,,,0.11,0.08,0.11,,
7641110042403952,LEDGER'S LIQUORS         ,0.27,0.27,0.27,0.27,,,0.12,0.12,0.12,0.12,
7641110042403956,BERKELEY TRAVELODGE      ,0.2,,0.2,,,,,0.13,,,
7641110042403961,OUTPOST TRADING COMPANY  ,0.17,0.17,0.17,,,,0.13,0.08,0.13,,
7641110042403978,MCMINNVILLE TOYOTA VOLKSW,0.1,0.1,0.1,,,,0.13,0.13,0.13,,
7641110042403981,STAND UP COMEDY          ,0.54,0.54,0.54,,,,0.13,0.13,0.13,,
7641110042403986,KIA OF IRVINE            ,0.03,0.03,0.03,,,,0.07,0.07,0.07,,
7641110042403988,CLEOBELLA WEB            ,0.12,0.17,0.12,,,,0.13,0.13,0.13,,
7641110042404009,PUKALANI FAMILY PRACTICE ,0.37,,0.37,,,,0.13,0.13,0.13,,
7641110042404018,MAUI SUNRIDERS BIKE CO   ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042404035,JOSEPH FRAWLEY MEDICAL GR,0.97,0.97,0.97,,,,0.13,0.13,0.13,,
7641110042404051,CALVARY ONLINE SCHOOL    ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042404065,LUCERNE ROOFING & SUPPLY ,0.66,,0.66,,,,0.03,0.13,0.03,,
7641110042404076,NIELSEN BUILDING MATERIAL,0.27,0.27,0.27,,,,0.11,0.08,0.11,,
7641110042404090,ROCK CREEK CORNER        ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042404115,COAST DERMATOLOGY        ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042404125,THE SOLVANG BAKERY       ,0.27,0.27,0.27,,,,0.13,0.08,0.13,,
7641110042404130,ABC MINI STORAGE         ,0.42,0.42,0.42,,,,0.13,0.13,0.13,,
7641110042404139,TROPICAL FRUITS DISTRIBUT,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404140,TROPICAL FRUITS DISTRIBUT,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404143,HAWAII TASTING TOURS     ,0.1,0.1,0.1,,,,0.13,0.13,0.13,,
7641110042404144,GALERIE HALF             ,0.06,,0.06,,,,0.11,0.13,0.11,,
7641110042404152,AINSLIE ORTHODONTICS     ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042404153,AINSLIE ORTHODONTICS     ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042404154,AINSLIE ORTHODONTICS- REC,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042404160,NAWBO- SANTA BARBARA     ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042404161,CORNERSTONE DENTAL CARE  ,0.17,0.17,0.17,,,,0.08,0.08,0.08,,
7641110042404163,ADAIR DENTAL             ,0.19,0.42,0.19,,,,0.13,0.13,0.13,,
7641110042404166,THE WURST SAUSAGE        ,0.32,0.32,0.32,,,,0.1,0.1,0.1,,
7641110042404187,MAUI LODGING PROPERTIES  ,0.11,,0.11,,,,0.11,0.11,0.11,,
7641110042404188,KALEIALOHA               ,0.11,,0.11,,,,0.11,0.11,0.11,,
7641110042404189,POLYNESIAN SHORES        ,0.11,,0.11,,,,0.11,0.11,0.11,,
7641110042404191,MAUI SUNRIDERS BIKE CO   ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042404203,RED FOX                  ,0.52,0.52,0.52,,,,0.15,0.15,0.15,,
7641110042404208,NATIONAL CONFLICT RESOLUT,1.02,1.02,1.02,,,,0.11,0.11,0.11,,
7641110042404210,THE OLD MARKET PUB & BREW,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042404211,THE BROADWAY GRILL & BREW,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042404212,SCOTT N. SANTOS DDS      ,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042404213,IMPORT AUTO CLINIC       ,0.12,0.12,0.12,,,,0.13,0.08,0.13,,
7641110042404218,STATE & FIG              ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042404223,MEDICAL TEAMS INTERNATION,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042404225,CARILOHA SOLVANG         ,0.42,0.42,0.42,,,,0.11,0.11,0.11,,
7641110042404236,NORTH SHORE BOARD RIDERS ,0.12,0.12,0.12,0.02,,,0.13,0.13,0.13,0.13,
7641110042404240,FOOTHILL NURSERY GARDEN  ,0.52,0.52,0.52,,,,0.11,0.11,0.11,,
7641110042404250,THE BURGER PARLOR        ,0.09,0.09,0.09,,,,0.12,0.12,0.12,,
7641110042404253,SHALHOOB MEAT COMPANY    ,0.27,0.27,0.27,,,,0.1,0.13,0.1,,
7641110042404271,DEL SOL SOLVANG          ,0.42,0.42,0.42,,,,0.11,0.11,0.11,,
7641110042404272,BLISS DAY SPA & SALON    ,0.41,0.41,0.41,,,,0.03,0.03,0.03,,
7641110042404279,SALON AVELLA             ,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042404280,LUCA BELLA SALON & SPA   ,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042404281,RELIABLE HARDWARE AND STE,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042404288,NINE-TEN RESTAURANT & BA ,0.06,,0.06,,,,0.1,0.08,0.1,,
7641110042404289,GRANDE COLONIAL LA JOLLA ,0.06,,0.06,,,,0.1,0.08,0.1,,
7641110042404290,THE COLONIAL TERRACE     ,0.07,,0.07,,,,0.1,0.08,0.1,,
7641110042404297,MAKING FACES BY GEORGIA  ,1.22,1.22,1.22,,,,0.15,0.15,0.15,,
7641110042404298,ISLAND HULA              ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404302,EDELWEISS                ,0.17,,0.17,,,,0.13,0.12,0.13,,
7641110042404303,MCLEA'S TIRE - PETALUMA  ,0.06,,0.06,,,,0.1,0.1,0.1,,
7641110042404304,MCLEA'S TIRE - SANTA ROSA,0.06,,0.06,,,,0.1,0.1,0.1,,
7641110042404305,MCLEA'S TIRE - COTATI    ,0.06,,0.06,,,,0.1,0.1,0.1,,
7641110042404306,MCLEA'S TIRE             ,0.06,0.06,0.06,,,,0.1,0.1,0.1,,
7641110042404309,"HOFFART CHIROPRACTIC, INC",0.27,0.27,0.27,,,,0.18,0.18,0.18,,
7641110042404316,MILLENNIUM CLOTHING      ,0.1,,0.1,0.06,,,0.06,0.08,0.06,0.05,
7641110042404324,JIM VREELAND FORD        ,0.12,,0.12,,,,0.11,0.11,0.11,,
7641110042404331,FISHER MARTIN AUTOMOTIVE ,0.22,,0.22,,,,0.13,0.13,0.13,,
7641110042404332,THE OLD GOLD             ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042404337,THE BAKER'S TABLE        ,0.17,0.17,0.17,,,,0.15,0.15,0.15,,
7641110042404349,PRECISION WELDING        ,0.35,0.35,0.35,,,,0.11,0.11,0.11,,
7641110042404357,THE SPOT RESTAURANT      ,0.02,0.02,0.02,,,,0.16,0.12,0.16,,
7641110042404358,GREEK AMERICAN FAMILY RES,0.27,0.27,0.27,,,,0.12,0.12,0.12,,
7641110042404359,ALL THAT ART AND SPORTS  ,0.22,0.22,0.22,,,,0.16,0.11,0.16,,
7641110042404367,GRASING'S RESTAURANT     ,0.06,,0.06,,,,0.1,0.08,0.1,,
7641110042404378,LUNA BELMONT SHORE       ,0.21,0.21,0.21,,,,0.07,0.12,0.07,,
7641110042404381,COAVA COFFEE ROASTERS ONL,0.41,0.41,0.41,,,,0.13,0.13,0.13,,
7641110042404386,MAUI ART                 ,1.02,1.02,1.02,,,,0.1,0.08,0.1,,
7641110042404394,HIC - HILO               ,0.12,0.12,0.12,0.05,,,0.13,0.12,0.13,0.11,
7641110042404406,OAHU ORAL SURGERY        ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404408,OJAI AUTO SUPPLY         ,0.07,,0.07,0.07,,,0.08,0.08,0.08,0.08,
7641110042404424,EBERHARD EQUIPMENT       ,0.22,0.22,0.22,,,,,0.08,,,
7641110042404425,NORTH AMERICAN MOTORS    ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404449,BEER                     ,0.2,0.2,0.2,,,,0.12,0.12,0.12,,
7641110042404450,OLIVER                   ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042404452,BEAM & ANCHOR            ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042404456,ROSEMILL - JOHN'S FLOWERS,0.01,,0.01,,,,0.12,0.13,0.12,,
7641110042404475,FARMSTEAD CHEESES AND WIN,0.06,0.06,0.06,,,,0.11,0.08,0.11,,
7641110042404476,FARMSTEAD CHEESES AND WIN,0.06,0.06,0.06,,,,0.11,0.08,0.11,,
7641110042404479,THE LIMOUSINE CONNECTION ,1.11,2.01,1.11,,,,0.13,0.23,0.13,,
7641110042404486,RIVERSIDE GRILL          ,0.17,0.17,0.17,,,,0.11,0.08,0.11,,
7641110042404487,DRESSERS                 ,0.11,0.11,0.11,,,,0.12,0.12,0.12,,
7641110042404497,KIDS CLUB                ,0.77,0.77,0.77,,,,0.13,0.08,0.13,,
7641110042404498,HOME DESIGN & CONSIGN    ,0.42,0.42,0.42,,,,0.13,0.13,0.13,,
7641110042404507,RERACK ONLINE            ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042404519,FRESH ALOHA DIRECT       ,1.02,1.02,1.02,,,,0.13,0.13,0.13,,
7641110042404524,TIRE FACTORY INC.        ,0.07,,0.07,,,,0.13,0.13,0.13,,
7641110042404525,TIRE FACTORY INC.        ,0.07,,0.07,,,,0.13,0.13,0.13,,
7641110042404531,DIMAURO'S AUTOMOTIVE     ,0.24,,0.24,,,,0.23,0.13,0.23,,
7641110042404534,SAND PEOPLE - 010        ,0.17,,0.17,0.05,,,0.17,0.11,0.17,0.14,
7641110042404542,ARTEMISIA GARDEN NURSERY ,0.53,0.53,0.53,0.021,,,0.1,0.1,0.1,0.13,
7641110042404543,BLUESTONE MAIN           ,0.47,0.47,0.47,,,,0.13,0.13,0.13,,
7641110042404544,SKYLARK SHORES RESORT    ,0.07,,0.07,,,,0.1,0.1,0.1,,
7641110042404550,LAS MARGARITAS           ,0.42,0.42,0.42,,,,0.15,0.15,0.15,,
7641110042404553,MARINE ROOM              ,0.05,0.05,0.05,,,,0.09,0.08,0.09,,
7641110042404557,PACIFIC BEACH VETERINARY ,0.17,0.17,0.17,,,,0.13,0.18,0.13,,
7641110042404563,BAD HABIT ROOM           ,0.17,0.17,0.17,,,,0.1,0.1,0.1,,
7641110042404565,DR J'S BICYCLE SHOP      ,0.52,0.52,0.52,,,,0.13,0.08,0.13,,
7641110042404569,CAL'S PHARMACY SKATEBOARD,0.52,0.52,0.52,,,,0.11,0.11,0.11,,
7641110042404570,THE TOUCH RESTAURANT     ,0.22,,0.22,,,,0.13,0.23,0.13,,
7641110042404574,LAHAINA MUSIC            ,0.27,,0.27,,,,0.11,0.11,0.11,,
7641110042404575,HARD WATER               ,0.04,,0.04,,,,0.09,0.09,0.09,,
7641110042404581,STUMPTOWN COFFEE ROASTERS,0.16,,0.16,,,,0.1,0.13,0.1,,
7641110042404591,KOEHLER WINERY           ,0.12,0.12,0.12,,,,0.11,0.08,0.11,,
7641110042404595,THE BELMONT ATHLETIC CLUB,0.16,,0.16,,,,0.08,0.08,0.08,,
7641110042404598,TIRE FACTORY INC.        ,0.07,,0.07,,,,0.13,0.13,0.13,,
7641110042404599,TIRE FACTORY INC.        ,0.07,,0.07,,,,0.13,0.13,0.13,,
7641110042404600,TIRE FACTORY INC.        ,0.07,,0.07,,,,0.13,0.13,0.13,,
7641110042404607,SODARO ESTATE WINERY     ,0.36,0.36,0.36,,,,0.12,0.22,0.12,,
7641110042404612,ALBATROSS                ,0.22,0.22,0.22,,,,0.1,0.1,0.1,,
7641110042404617,RGB SPECTRUM             ,0.27,0.27,0.27,,,,,0.13,,,
7641110042404622,ANTONETTI'S HAIR FOR MEN ,0.12,,0.12,,,,0.13,0.13,0.13,,
7641110042404628,"LATITUDE 34 TECHNOLOGIES,",0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042404632,HONOKEANA COVE           ,0.11,,0.11,,,,0.11,0.11,0.11,,
7641110042404647,VIA CHICAGO              ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404653,BECKY'S CHINESE RESTAURAN,0.27,0.27,0.27,,,,0.12,0.12,0.12,,
7641110042404665,REVOLUTION BOARD COMPANY ,0.12,0.12,0.12,,,,0.12,0.08,0.12,,
7641110042404666,STEVEN RICHARDSON DDS    ,0.07,0.07,0.07,,,,0.11,0.08,0.11,,
7641110042404667,BROOKS M LARSON DDS INC  ,0.07,0.07,0.07,,,,0.11,0.08,0.11,,
7641110042404673,ITSUKI JAPANESE RESTAURAN,0.07,0.07,0.07,,,,0.12,0.12,0.12,,
7641110042404693,MAUI PAINTBALL           ,0.11,0.11,0.11,,,,0.15,0.12,0.15,,
7641110042404696,MILAGRA FLORAL IMPORTS ST,0.14,0.14,0.14,,,,0.08,0.08,0.08,,
7641110042404699,M MASELLI & SONS INC.    ,0.14,,0.14,,,,0.1,0.1,0.1,,
7641110042404708,THE SOCK SHOP            ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404712,THE SOCK LOFT            ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404732,GLOWAKI CHIROPRACTIC INC ,0.17,0.17,0.17,,,,0.13,0.23,0.13,,
7641110042404734,NUKA                     ,0.11,0.11,0.11,,,,0.12,0.08,0.12,,
7641110042404735,NAILS WITH TERRI         ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404738,PHNOM PENH RESTAURANT    ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404740,CULVER GLASS COMPANY     ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042404742,CULVER GLASS COMPANY     ,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042404759,GIORGIO'S                ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404764,"CHOMP BURGERS, FRIES, AND",0.17,0.17,0.17,,,,0.08,0.08,0.08,,
7641110042404769,XTRAVAGANCE              ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042404782,HAWAII FOOD TOURS        ,0.07,0.07,0.07,,,,0.11,0.11,0.11,,
7641110042404793,SY KITCHEN               ,0.02,,0.02,,,,0.16,0.09,0.16,,
7641110042404797,KENTRO GREEK KITCHEN     ,0.07,0.07,0.07,,,,0.11,0.11,0.11,,
7641110042404806,MOLOKAI OUTDOORS         ,0.23,0.23,0.23,,,,0.11,0.12,0.11,,
7641110042404812,TESS AT GENESIS SALON    ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404813,GENESIS SALON AND DAY SPA,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404819,BEE GREEN RECYCLING & SUP,0.1,0.1,0.1,0.1,,,0.11,0.13,0.11,0.11,
7641110042404827,LAVEN CHIROPRACTIC INC.  ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042404838,PING KANG CHENG DMD MSCD ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404847,WILIHADA'S HOME FASHIONS ,0.77,0.77,0.77,0.77,,,0.13,0.13,0.13,0.13,
7641110042404868,AESTHETIC RENDERING      ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404875,L&L TRANSMISSION & MOTOR ,0.22,0.22,0.22,,,,,,,,
7641110042404878,PLANT WITH PURPOSE       ,0.12,0.12,0.12,,,,0.21,0.21,0.21,,
7641110042404890,"RICHARD NAGY, DDS        ",0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042404900,WAG'N TAILS              ,0.12,0.12,0.12,0.22,,,,0.08,,0.11,
7641110042404904,KAYAK ADVENTURES         ,0.27,,0.27,,,,0.13,0.13,0.13,,
7641110042404907,ERIK ALAN DAVIS SALON    ,0.12,0.12,0.12,0.27,,,0.23,0.23,0.23,0.23,
7641110042404916,CALIFORNIA ASSOCIATION OF,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042404931,GLENN'S FLOWERS & PLANTS ,0.22,0.22,0.22,,,,,0.13,,,
7641110042404936,GER-BROCK AUTO           ,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042404938,WWW.SNOWPEAK.COM         ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042404941,MY FIRST PEEKABOO ULTRASO,0.27,0.27,0.27,,,,0.11,0.11,0.11,,
7641110042404953,CASEY SAYRE ORTHODONTICS ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042404975,COLONIAL MOTEL DOWNEY LLC,0.12,0.12,0.12,,,,0.1,0.08,0.1,,
7641110042404978,FILAMENT                 ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042404983,OKA'S AUTOBODY           ,0.12,0.12,0.12,0.05,,,0.18,0.18,0.18,0.17,
7641110042405006,BIKE AND KAYAK TOURS ONLI,0.12,0.12,0.12,,,,0.18,0.18,0.18,,
7641110042405008,"EYES ON YOU, PC          ",0.48,0.48,0.48,,,,0.13,0.13,0.13,,
7641110042405031,WWW.REDRIDGEFARMS.COM    ,0.61,0.61,0.61,,,,0.13,0.13,0.13,,
7641110042405032,KEITH'S SPORTING GOODS   ,0.22,0.22,0.22,0.02,,,0.13,0.13,0.13,0.13,
7641110042405033,KEITH'S SPORTING GOODS - ,0.22,0.22,0.22,0.02,,,0.13,0.13,0.13,0.13,
7641110042405036,THIRD STREET BOOKS       ,0.22,0.22,0.22,,,,0.1,0.1,0.1,,
7641110042405040,HENDRICKSEN NATURLICH    ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042405055,WEEKS DRILLING AND PUMP  ,0.08,0.08,0.08,,,,0.1,0.1,0.1,,
7641110042405056,CENTRAL MARKET           ,0.02,0.02,0.02,,,,0.17,0.17,0.17,,
7641110042405062,CHRISTOPHER EGAN GALLERIE,0.05,0.05,0.05,,,,0.09,0.13,0.09,,
7641110042405065,"JARRETT ORTHO. REHAB., IN",0.4,,0.4,,,,0.11,0.11,0.11,,
7641110042405069,DURBIN ST GOLF           ,0.22,0.22,0.22,0.22,,,0.11,0.13,0.11,0.38,
7641110042405070,ALOHA CONCIERGE          ,0.05,,0.05,,,,0.09,0.13,0.09,,
7641110042405073,FAIRWAY FORD             ,0.07,,0.07,,,,,0.08,,,
7641110042405078,TESSA MARIE WINES        ,0.13,0.13,0.13,,,,0.09,0.11,0.09,,
7641110042405080,GENEROSITY ORG.          ,0.22,0.22,0.22,,,,,0.08,,,
7641110042405085,TACO SURF - SEAL BEACH   ,0.37,0.37,0.37,,,,,0.11,,,
7641110042405090,ARK ANGLERS - SALIDA     ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042405091,"ARK ANGLERS, LLC BUENA V ",0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042405092,ARKANSAS RIVER FLY SHOP  ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042405108,EN FUEGO GRILL & POKE    ,0.17,0.17,0.17,0.05,,,0.11,0.11,0.11,0.07,
7641110042405121,SIERRA NEVADA MEDIA GROUP,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042405125,THE UNION GRASS          ,0.02,0.02,0.02,,,,0.1,0.1,0.1,,
7641110042405127,THE FENCE POST           ,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042405128,THE FENCE POST CIRC      ,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042405129,GREELEY TRIBUNE          ,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042405131,COLORADO MTN NEWS MEDIA  ,0.02,,0.02,,,,0.1,0.1,0.1,,
7641110042405133,PORCH                    ,0.17,,0.17,,,,0.11,0.08,0.11,,
7641110042405134,DIAMOND DIRECT           ,0.17,0.17,0.17,,,,,0.08,,,
7641110042405144,COUNTRY CATERING CO.     ,0.01,0.01,0.01,,,,0.11,0.08,0.11,,
7641110042405153,SOULTRAIN BOXING & FITNES,0.77,0.77,0.77,,,,0.13,0.13,0.13,,
7641110042405157,SPORK                    ,0.16,0.16,0.16,,,,0.12,0.12,0.12,,
7641110042405160,DISNEY'S TROPHIES & AWARD,0.62,0.62,0.62,,,,0.12,0.12,0.12,,
7641110042405189,DUBLIN PUB               ,0.31,,0.31,,,,0.11,0.11,0.11,,
7641110042405201,SAFARI HELICOPTER TOURS -,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042405208,PLACER RV STORAGE        ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042405210,MAUI ADVENTURE CRUISES   ,0.22,,0.22,,,,0.03,0.13,0.03,,
7641110042405211,MAUI ADVENTURE CRUISES   ,0.22,0.22,0.22,,,,0.03,0.13,0.03,,
7641110042405213,ART & FRAMES BY WOOD GALL,0.17,0.17,0.17,,,,,0.08,,,
7641110042405225,SKYLINE ECO ADVENTURES   ,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042405230,TONY'S MUFFLER AND TRANSM,0.12,0.12,0.12,,,,,0.08,,,
7641110042405244,P'S & Q'S MARKET         ,0.4,0.4,0.4,,,,0.13,0.13,0.13,,
7641110042405276,BAMBOO REVOLUTION        ,0.47,,0.47,0.47,,,0.13,0.13,0.13,0.13,
7641110042405302,MAUI CLASSIC CHARTERS    ,0.13,0.13,0.13,,,,,0.08,,,
7641110042405303,PINE CENTER DENTAL GROUP ,0.17,,0.17,,,,0.09,0.08,0.09,,
7641110042405307,SAFARI HELICOPTER TOURS-A,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042405319,TONY THE TAILOR          ,0.77,0.77,0.77,,,,0.11,0.11,0.11,,
7641110042405333,FAIRVIEW FORD            ,0.07,,0.07,,,,,0.08,,,
7641110042405338,STEER INN RESTAURANT #1  ,0.07,,0.07,,,,0.09,0.08,0.09,,
7641110042405343,HIC - WAIMEA             ,0.12,0.12,0.12,0.05,,,0.13,0.12,0.13,0.11,
7641110042405350,THE KNOCK BACK           ,0.22,0.22,0.22,,,,0.11,0.11,0.11,,
7641110042405360,EN ROUTE                 ,0.12,0.12,0.12,,,,,0.08,,,
7641110042405362,THE DRAGON'S DEN HERB SHO,0.22,,0.22,,,,0.15,0.15,0.15,,
7641110042405365,LIVING HOPE INTERNATIONAL,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042405367,LA TAQ                   ,0.22,,0.22,,,,0.1,0.1,0.1,,
7641110042405384,GREAT CAR CARE CENTER OF ,0.17,0.17,0.17,,,,0.1,0.1,0.1,,
7641110042405385,FORMAGGIO WINE BAR       ,0.04,0.04,0.04,,,,0.115,0.115,0.115,,
7641110042405412,SHOPPIGMENT.COM          ,0.27,0.27,0.27,,,,,0.08,,,
7641110042405426,MARK ALLEN JEWELERS      ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042405431,"NORTHWEST ENDODONTICS, PC",0.61,0.61,0.61,,,,0.13,0.13,0.13,,
7641110042405472,KIM'S CLOSET - CY        ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042405473,KIM'S CLOSET EASTSIDE    ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042405479,2 MILE SURF SHOP         ,0.42,0.42,0.42,,,,0.13,0.13,0.13,,
7641110042405493,CASA RANGEL AUTHENTIC MEX,0.07,0.07,0.07,,,,0.11,0.08,0.11,,
7641110042405530,WARBLER RECORDS & GOODS  ,0.52,0.52,0.52,,,,0.11,0.11,0.11,,
7641110042405536,ABC CHIROPRACTIC CORP    ,0.72,0.72,0.72,,,,0.15,0.15,0.15,,
7641110042405538,ANTONINO RUSCITTO DDS INC,0.22,0.22,0.22,,,,,,,,
7641110042405556,"WARNICK, MAESTAS AND MARO",0.52,0.52,0.52,,,,0.15,0.15,0.15,,
7641110042405558,SANTA BARBARA WINERY     ,0.12,,0.12,,,,0.13,0.18,0.13,,
7641110042405561,TOM BAREFOOT'S TOUR      ,0.06,0.06,0.06,,,,0.1,0.1,0.1,,
7641110042405569,LEWIS & CLARK            ,0.32,0.32,0.32,,,,0.11,0.11,0.11,,
7641110042405571,HAIR 2 DYE 4             ,0.22,0.22,0.22,0.22,,,0.13,0.13,0.13,0.13,
7641110042405574,SUBTERRA                 ,0.41,0.41,0.41,,,,0.11,0.11,0.11,,
7641110042405575,ROGUE GOURMET            ,0.41,0.41,0.41,,,,0.11,0.11,0.11,,
7641110042405577,RADAR                    ,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042405583,CANDACE L PETERSON DMD   ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042405585,THE MOUNTAIN AIR         ,0.12,0.12,0.12,0.05,,,0.17,0.12,0.17,0.12,
7641110042405594,TLC NAIL                 ,1.02,1.02,1.02,,,,0.18,0.18,0.18,,
7641110042405608,J.P KEMPT                ,0.12,0.12,0.12,0.12,,,0.13,0.13,0.13,0.23,
7641110042405635,ANGEL                    ,0.12,,0.12,,,,0.13,0.12,0.13,,
7641110042405643,TIMBERS BACHELOR GULCH   ,0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042405654,JOSEPHS BAR AND GRILL    ,0.22,0.22,0.22,,,,,0.08,,,
7641110042405655,WWW.REVOSURF.COM         ,0.12,0.12,0.12,,,,0.12,0.12,0.12,,
7641110042405666,THE WINE SHOP            ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042405669,BISTRO 24                ,0.02,0.02,0.02,,,,0.13,0.11,0.13,,
7641110042405676,HEART OF GOLD DENTISTRY  ,0.61,0.61,0.61,,,,0.13,0.13,0.13,,
