MID,DBA Name,VI/MC,AMEX,DISC,DEBIT,EBT,,VI/MC,AMEX,DISC,DEBIT,EBT
7641110042407849,NORTH COAST ENDODONTICS  ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042407850,"THOMAS A WALKER, DMD     ",0.37,0.37,0.37,,,,,,,,
7641110042407853,STAN EDWARDS DDS         ,0.37,0.37,0.37,,,,,,,,
7641110042407856,THE ENVIRONMENTAL GROUP  ,0.07,0.07,0.07,,,,0.18,0.18,0.18,,
7641110042407857,BLUE CATTLE TRUCK TRADING,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042407859,AIRPORT INN              ,0.1,0.1,0.1,,,,0.11,0.11,0.11,,
7641110042407863,"DHMP SERVICE, INC.       ",0.12,,0.12,,,,0.11,0.11,0.11,,
7641110042407868,"RAJEEV PRASHER, DDS INC. ",0.22,0.22,0.22,,,,,,,,
7641110042407874,ATELIER 7918             ,0.17,0.17,0.17,,,,0.1,0.1,0.1,,
7641110042407875,THE BOWHAUS PET COMPANY  ,0.42,0.42,0.42,,,,0.115,0.115,0.115,,
7641110042407877,EAST GLISAN PIZZA LOUNGE ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042407888,POR QUE NO               ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641110042407889,SUNSTONE STORE           ,0.2,0.2,0.2,,,,0.11,0.11,0.11,,
7641110042407891,808 ON MAIN              ,0.32,0.32,0.32,,,,0.1,0.1,0.1,,
7641110042407893,HEALTHY PET NP           ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042407894,HEALTHY PET AGOURA       ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042407895,HEALTHY PET T.O.         ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042407897,HANA HOTEL RESTAURANT    ,0.02,0.02,0.02,,,,0.15,0.09,0.15,,
7641110042407901,BROADWAY IMPORT AUTO     ,0.12,0.12,0.12,0.02,,,0.12,0.12,0.12,0.12,
7641110042407911,FARMHOUSE INC            ,0.17,0.17,0.17,,,,0.13,0.13,0.13,,
7641110042407926,"THE FIRESIDE (PORTLAND, I",0.05,0.05,0.05,,,,0.11,0.11,0.11,,
7641110042407934,RADIO AND CELLULAR WIRELE,1.02,1.02,1.02,,,,,0.13,,,
7641110042407935,ST FRANCIS BBQ           ,0.32,,0.32,,,,0.11,0.11,0.11,,
7641110042407936,PLASTICOVER              ,0.12,0.12,0.12,,,,,,,,
7641110042407937,SHANNON'S AUTO PARTS     ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042407954,"THE EBIKE STORE, INC.    ",0.47,0.47,0.47,,,,0.15,0.15,0.15,,
7641110042407955,KINGS CHINESE BBQ        ,0.37,,0.37,,,,0.13,0.13,0.13,,
7641110042407957,HAWAII OCEAN RAFTING     ,0.12,0.12,0.12,,,,0.13,0.12,0.13,,
7641110042407966,CHOCOLATINE              ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042407972,BABCOCK ENTERPRISES      ,0.04,0.04,0.04,,,,0.08,0.08,0.08,,
7641110042407973,BABCOCK ENTERPRISES - WIN,0.04,0.04,0.04,,,,0.08,0.08,0.08,,
7641110042407994,SIMI VALLEY TILE & MARBLE,0.17,0.17,0.17,,,,,,,,
7641110042408000,WINDWARD COMPUTER MEDICS ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042408004,WELLSPIRE - ATASCOCITA   ,0.16,0.16,0.16,0.16,,,0.12,0.12,0.12,0.12,
7641110042408005,WELLSPIRE - HUMBLE       ,0.16,0.16,0.16,0.16,,,0.12,0.12,0.12,0.12,
7641110042408010,HOWLISTIC                ,0.17,0.17,0.17,0.17,,,0.1,0.1,0.1,0.11,
7641110042408015,LEE'S ALTERATIONS LLC    ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042408021,ROCKWELLS BAKERY & CAFE  ,0.1,0.1,0.1,,,,0.08,0.08,0.08,,
7641110042408085,STEVE'S GUITAR SHOPPE    ,0.32,0.32,0.32,,,,0.33,0.33,0.33,,
7641110042408095,WE-R-HOME                ,0.27,0.27,0.27,0.27,,,0.18,0.18,0.18,0.18,
7641110042408096,WE-R-HOME                ,0.27,0.27,0.27,,,,0.18,0.18,0.18,,
7641110042408109,JAYNES GASTROPUB         ,0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042408115,BARBARA E. MATHEWS M.D.  ,0.22,0.22,0.22,,,,0.13,0.08,0.13,,
7641110042408116,THE HAPPY DOG            ,0.36,0.36,0.36,,,,0.09,0.09,0.09,,
7641110042408117,ORAL AND FACIAL SURGERY C,0.12,,0.12,,,,0.17,0.17,0.17,,
7641110042408139,"THOMAS J. MCGRATH, O.D.  ",0.17,,0.17,,,,0.13,0.13,0.13,,
7641110042408147,HOTEL LOS GATOS          ,0.06,,0.06,,,,,,,,
7641110042408149,MID-CONTINENT INDUSTRIAL ,0.62,0.62,0.62,,,,0.13,0.13,0.13,,
7641110042408152,BRUNO'S PIZZA OLD JACKSON,0.22,0.22,0.22,,,,0.12,0.12,0.12,,
7641110042408155,PIZZA MAN DAN'S          ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042408165,GOODE MOTOR FORD         ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042408166,GOODE MOTOR VW MAZDA     ,0.22,0.22,0.22,,,,0.13,0.13,0.13,,
7641110042408168,SILVER CREEK FORD        ,0.07,0.07,0.07,,,,0.13,0.13,0.13,,
7641110042408169,PRECISION AUTO BODY & PAI,0.07,0.07,0.07,,,,,0.13,,,
7641110042408175,PICTURE IT FRAMED        ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042408178,BELLA CAPRI INN & SUITES ,0.22,0.22,0.22,,,,0.09,0.09,0.09,,
7641110042408184,OLD TOWN CAFE            ,0.37,0.37,0.37,,,,0.09,0.09,0.09,,
7641110042408186,TORREY HILLS PERIODONTAL ,0.12,0.12,0.12,,,,,,,,
7641110042408208,VALLEY SMOG              ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042408213,STELLA RESTAURANT        ,0.1,0.1,0.1,,,,0.1,0.1,0.1,,
7641110042408216,KIHEI PARADISE           ,0.52,0.52,0.52,,,,0.13,0.13,0.13,,
7641110042408217,THE SPA AT BLACK ROCK    ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042408223,SAFE SECURITY SOLUTIONS  ,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042408224,HARBOUR RACKHOUSE        ,0.07,0.07,0.07,,,,0.15,0.15,0.15,,
7641110042408278,ARNOLDS FIREWORKS INC    ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042408302,THE LAFAYETTE HOTEL      ,0.08,0.08,0.08,,,,0.1,0.1,0.1,,
7641110042408303,HOPE46                   ,0.12,,0.12,,,,0.13,0.13,0.13,,
7641110042408309,MAIN STREET MOTEL        ,0.07,0.07,0.07,,,,,0.08,,,
7641110042408314,CHIEF'S PEAK             ,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042408323,MISS MONROE BOUTIQUE     ,0.32,0.32,0.32,,,,0.13,0.13,0.13,,
7641110042408344,HEALTHY PET CAMARILLO    ,0.12,,0.12,,,,0.11,0.11,0.11,,
7641110042408359,RAINBOW SANDALS WHOLESALE,0.08,,0.08,,,,0.08,0.04,0.08,,
7641110042408363,CALIFORNIA STAR          ,0.52,0.52,0.52,,,,0.18,0.09,0.18,,
7641110042408375,MEADOWLARK INN           ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042408417,THE STATION TAVERN       ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042408432,DANIEL BOONE'S GRILL AND ,0.02,0.02,0.02,,,,0.14,0.14,0.14,,
7641110042408441,WELCOME INN MOTEL        ,0.17,0.17,0.17,,,,0.08,0.08,0.08,,
7641110042408449,TOMKAT LOUNGE            ,0.01,,0.01,,,,0.105,0.105,0.105,,
7641110042408450,SALTWATER CLOTHING       ,0.36,0.36,0.36,,,,0.11,0.11,0.11,,
7641110042408452,HOWLISTIC POINT LOMA     ,0.17,0.17,0.17,0.17,,,0.1,0.1,0.1,0.11,
7641110042408453,FAMILY BARBERS           ,0.32,0.32,0.32,,,,0.13,0.09,0.13,,
7641110042408479,PIAJEH BOUTIQUE          ,0.07,0.07,0.07,0.22,,,0.08,0.08,0.08,0.13,
7641110042408481,OHMEGA SALVAGE           ,0.27,0.27,0.27,0.27,,,0.13,0.13,0.13,0.13,
7641110042408485,5 STAR GRAND CANYON HELIC,0.13,0.13,0.13,,,,0.08,0.08,0.08,,
7641110042408496,SPYDER BOARDS            ,0.06,0.06,0.06,0.01,,,,,,0.15,
7641110042408506,SLEEP INN & SUITES JONESB,0.17,,0.17,,,,0.08,0.08,0.08,,
7641110042408507,TRILOGY CORPORATION      ,0.18,,0.18,,,,0.08,0.08,0.08,,
7641110042408513,YWAM SD - GENERAL ACCT   ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042408514,YWAM SD - SUPPORT ACCT   ,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042408515,YWAM SD - DESIGNATED ACCT,0.27,0.27,0.27,,,,0.1,0.1,0.1,,
7641110042408521,ARK FAMILY DENTISTRY     ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042408535,KNIGHT CHIROPRACTIC HEALT,0.27,0.27,0.27,,,,0.13,0.13,0.13,,
7641110042408537,MEADOWLARK INN           ,0.12,0.12,0.12,,,,0.13,0.13,0.13,,
7641110042408539,MONEY PANCHO CAMARILLO   ,0.31,,0.31,,,,0.08,0.08,0.08,,
7641110042408547,EMMA                     ,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042408548,MONEY PANCHO MEXICAN REST,0.31,0.31,0.31,,,,0.08,0.08,0.08,,
7641110042408553,COYOTE SAM'S BAR & GRILL ,0.12,0.12,0.12,,,,0.11,0.11,0.11,,
7641110042408558,JOURNEY                  ,0.41,0.41,0.41,,,,0.09,0.09,0.09,,
7641110042408559,JAN-MARC WINE CELLARS    ,0.21,0.21,0.21,,,,0.1,0.1,0.1,,
7641110042408565,PRO PET FIX              ,0.09,0.09,0.09,,,,0.1,0.1,0.1,,
7641110042408568,FAIRVIEW CHARBROILER     ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042408598,MATOSIAN DENTAL GROUP    ,0.27,0.27,0.27,,,,,,,,
7641110042408603,CAMARILLO FEED STORE     ,0.16,0.16,0.16,,,,0.09,0.09,0.09,,
7641110042408604,RED ONION CAFE           ,0.09,0.09,0.09,,,,0.11,0.11,0.11,,
7641110042408611,SAND KIDS KAILUA         ,0.16,0.16,0.16,0.06,,,0.13,0.13,0.13,0.13,
7641110042408619,"ILEANA E. ZAPATERO, M.D. ",0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408624,TIP TOP CLEANERS         ,0.36,0.36,0.36,,,,0.12,0.12,0.12,,
7641110042408638,OLIVE & OLIVER           ,0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042408640,LOCAL 92 INC             ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408641,ADVANCED POS SOLUTIONS   ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408645,JALISCO'S MEXICAN & SEAFO,0.11,0.11,0.11,,,,0.07,0.07,0.07,,
7641110042408654,WILSONVILLE ORTHODONTICS ,0.3,0.3,0.3,,,,0.13,0.13,0.13,,
7641110042408658,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042408660,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042408661,THE PARK RECORD          ,0.01,0.21,0.01,,,,0.1,0.1,0.1,,
7641110042408674,THE PHARM RESTAURANT     ,0.01,0.31,0.01,,,,0.12,0.12,0.12,,
7641110042408679,FETE                     ,0.16,0.16,0.16,,,,0.11,0.11,0.11,,
7641110042408687,BOROUGH RESTAURANT       ,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042408689,KAMA'AINA KIDS - HALL R  ,0.21,0.21,0.21,,,,,0.13,,,
7641110042408692,WILLIAM CROSS WINE MERCHA,0.06,,0.06,,,,0.11,0.13,0.11,,
7641110042408693,INTERNATIONAL SPORT SCIEN,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408704,"MICHAEL J GROTH, M.D.    ",0.06,0.06,0.06,,,,0.08,0.08,0.08,,
7641110042408705,YWAM RICHMOND            ,0.46,0.46,0.46,,,,0.1,0.1,0.1,,
7641110042408723,ELIXIR                   ,0.36,0.36,0.36,,,,0.08,0.08,0.08,,
7641110042408728,NOKANET                  ,1.01,1.01,1.01,,,,0.13,0.13,0.13,,
7641110042408729,"JACK HARTER HELICOPTERS, ",0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042408732,WATSON'S SODA FOUNTAIN & ,0.1,0.1,0.1,,,,0.08,0.08,0.08,,
7641110042408742,AVEC MOI DECOR           ,0.31,0.31,0.31,,,,0.11,0.08,0.11,,
7641110042408747,ATAULA                   ,0.16,0.16,0.16,,,,0.09,0.09,0.09,,
7641110042408749,HAWAII ACTIVITIES AND CON,1.26,0.26,1.26,,,,0.1,0.1,0.1,,
7641110042408755,CH GOOD STOCK            ,0.31,0.31,0.31,,,,0.18,0.18,0.18,,
7641110042408756,MID PACIFIC PHYSICIANS AN,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042408761,TRYST                    ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042408773,THE ORANGE BEACH STORE ON,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042408774,THE ORANGE BEACH STORE   ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042408793,LITTLE MEXICO            ,0.26,0.26,0.26,,,,0.13,0.18,0.13,,
7641110042408794,OHARA AUTOMOTIVE LLC     ,0.21,0.21,0.21,,,,0.07,0.07,0.07,,
7641110042408796,EL TECOLOTE RESTAURANT   ,0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042408802,EAST COLUMBUS ORAL SURGER,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408813,WERTHEIM CONTEMPORARY PAI,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042408817,FLUENCE                  ,0.36,0.36,0.36,,,,,,,,
7641110042408823,SILVER DOLLAR PANCAKE HOU,0.06,0.06,0.06,,,,0.1,0.1,0.1,,
7641110042408829,SMOQUED CALIFORNIA BBQ   ,0.04,0.04,0.04,,,,0.08,0.08,0.08,,
7641110042408835,PETALS AND POP           ,0.09,0.09,0.09,,,,0.04,0.1,0.04,,
7641110042408836,PETALS AND POP           ,0.09,0.09,0.09,,,,0.04,0.13,0.04,,
7641110042408842,MOORPARK WINDOW TINTING  ,0.51,,0.51,,,,0.28,0.28,0.28,,
7641110042408852,VINCITORE ITALIAN RESTAUR,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042408867,TRAVAASA HANA            ,0.06,,0.06,,,,0.13,0.09,0.13,,
7641110042408878,PIER GIFTS               ,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042408895,CAROL'S CLUB SOCIAL CLUB ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042408904,PIER GIFTS ON THE 1      ,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042408907,Q FAMILY DENTAL          ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042408911,HIMALAYA RESTAURANT - VEN,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042408913,SOLVANG RESTAURANT       ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641110042408914,BLVD BRGR COMPANY        ,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042408917,IMPACT HUB OF SANTA BARBA,0.26,0.26,0.26,,,,0.1,0.1,0.1,,
7641110042408919,GUS'                     ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408924,AUTO & TRUCK MAINTENANCE ,0.01,,0.01,,,,0.1,0.1,0.1,,
7641110042408926,CARLYLE CORNER           ,0.41,0.41,0.41,,,,0.13,0.13,0.13,,
7641110042408936,SEA MONKEY PRIVATE CHARTE,0.11,0.11,0.11,,,,0.12,0.12,0.12,,
7641110042408942,CANYON CATERING          ,0.11,0.11,0.11,,,,0.07,0.07,0.07,,
7641110042408953,VILLA MONTEZ             ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641110042408955,HANDS GALLERY            ,0.26,0.26,0.26,,,,0.12,0.12,0.12,,
7641110042408968,IRVINGTON VENTERINARY CLI,0.08,0.08,0.08,,,,0.08,0.08,0.08,,
7641110042408970,BLUE DOLPHIN CHARTERS    ,0.09,0.09,0.09,,,,0.13,0.13,0.13,,
7641110042408972,SCOTCH MIST SAILING CHART,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408973,SCOTCH MIST SAILING CHART,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042408980,WAIOHAI MARRIOTT CONCIERG,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042408981,WAIOHAI MARRIOTT POOL    ,0.1,0.1,0.1,,,,0.09,0.09,0.09,,
7641110042408984,BEST WESTERN CAMARILLO IN,0.16,,0.16,,,,0.08,0.08,0.08,,
7641110042409007,YWAM WASHINGTON DC       ,0.51,0.51,0.51,,,,0.1,0.1,0.1,,
7641110042409008,HIC - KAPOLEI COMMONS    ,0.11,0.11,0.11,0.04,,,0.13,0.13,0.13,0.11,
7641110042409024,SETTER PERIODONTICS      ,0.3,0.3,0.3,,,,,,,,
7641110042409029,MY FIRST PEEKABOO ULTRASO,0.26,0.26,0.26,,,,0.11,0.11,0.11,,
7641110042409033,DAVIDS TENT DC           ,0.51,0.51,0.51,,,,0.1,0.1,0.1,,
7641110042409035,THE BLUE DOOR            ,0.31,0.31,0.31,,,,0.13,0.13,0.13,,
7641110042409037,JEFF'S                   ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042409042,SANTA YNEZ VALLEY CENTER ,0.04,0.04,0.04,,,,,0.08,,,
7641110042409043,HIMALAYA RESTAURANT - THO,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409044,COLLEARY'S BISTRO & BAKER,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409051,CARRS BOOTS & WESTERN WEA,0.09,,0.09,,,,0.11,0.11,0.11,,
7641110042409053,ENDLESS SUMMER           ,0.06,0.06,0.06,,,,0.12,0.12,0.12,,
7641110042409059,BLUE AGAVE SOUTHWEST GRIL,0.06,,0.06,,,,0.08,0.08,0.08,,
7641110042409062,CALIFORNIA DEFENSE COUNSE,1.21,,1.21,,,,0.08,0.08,0.08,,
7641110042409065,PAIA FISH MARKET FRONT ST,0.11,0.11,0.11,,,,0.12,0.12,0.12,,
7641110042409067,WESTLAKE INDEPENDENT HOND,0.12,0.12,0.12,,,,,,,,
7641110042409070,THE RED PIANO LLC        ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409074,RAINBOW SANDALS OUTLET   ,0.07,,0.07,,,,0.04,0.04,0.04,,
7641110042409077,SONOMA COAST SURF AND SKA,0.41,0.41,0.41,,,,0.13,0.13,0.13,,
7641110042409080,EVANGELINA BOUTIQUE      ,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042409087,POWELL PERALTA           ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
7641110042409088,EARLY BIRD CAFE          ,0.08,,0.08,,,,0.12,0.13,0.12,,
7641110042409090,VILLAGE CAR RENTAL PREFER,0.51,,0.51,,,,0.08,0.08,0.08,,
7641110042409096,SOLVANG SHOE STORE       ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042409099,RAYS AUTO CARE           ,0.11,0.11,0.11,,,,0.09,0.09,0.09,,
7641110042409100,PROFESSIONAL AUTO STEREO ,0.06,0.06,0.06,0.01,,,0.13,0.13,0.13,0.13,
7641110042409113,SPYDER SURF COMPANY      ,0.06,0.06,0.06,0.01,,,0.03,0.08,0.03,0.15,
7641110042409117,"GARY NOVATT, MD          ",0.21,0.21,0.21,,,,0.08,0.08,0.08,,
7641110042409132,A+M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409133,A+M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409134,A+M WIRELESS SERVICES    ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409135,"DOUGLAS W. SHAFER, DDS   ",0.26,0.26,0.26,,,,,,,,
7641110042409137,VENTURA FLOORING         ,0.21,0.21,0.21,,,,0.09,0.09,0.09,,
7641110042409139,CHICKEN EXPRESS-ARL-CGI  ,0.07,,0.07,,,,0.09,0.09,0.09,,
7641110042409140,CHICKEN EXPRESS-HIG-CGI  ,0.07,,0.07,,,,0.09,0.09,0.09,,
7641110042409144,PIZZA MAN DAN'S          ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042409145,17TH STREET BAR & GRILL  ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042409147,CITY AUTO WRAPS AND WINDO,0.51,0.51,0.51,,,,0.13,0.13,0.13,,
7641110042409168,MUDPUDDLES               ,0.21,0.21,0.21,,,,0.12,0.12,0.12,,
7641110042409171,IRINA MOGA DDS           ,0.3,0.3,0.3,,,,0.11,0.11,0.11,,
7641110042409190,MOMIJI JAPANESE RESTAURAN,0.26,0.26,0.26,,,,0.28,0.28,0.28,,
7641110042409204,REVOLUTION               ,0.11,0.11,0.11,,,,0.12,0.12,0.12,,
7641110042409210,PIANTA BELLA NURSERY     ,0.31,0.31,0.31,,,,0.13,0.09,0.13,,
7641110042409212,CARPET GALLERIA VENTURA  ,0.34,0.34,0.34,,,,0.03,0.03,0.03,,
7641110042409215,NEWPORT RIB COMPANY- ONLI,0.36,0.01,0.36,,,,0.07,0.08,0.07,,
7641110042409227,CALIFORNIA LAND SURVEYORS,1.1,1.1,1.1,,,,0.03,0.08,0.03,,
7641110042409235,ROGER B LAWRENCE DMD PC  ,0.3,0.3,0.3,,,,0.13,0.13,0.13,,
7641110042409236,STEVEN J SCHEFFEL DMD PC ,0.3,0.3,0.3,,,,0.13,0.13,0.13,,
7641110042409271,NORTH STAR ORAL & FACIAL ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409273,PLUSH MED SPA            ,0.16,0.16,0.16,,,,0.08,0.08,0.08,,
7641110042409274,RODREY ANNE VILLA        ,0.31,0.31,0.31,,,,0.08,0.08,0.08,,
7641110042409276,DAME RESTAURANT          ,0.06,0.06,0.06,,,,0.09,0.09,0.09,,
7641110042409278,JENSEN WALK IN CHIROPRACT,1.01,1.01,1.01,,,,0.08,0.08,0.08,,
7641110042409288,LOQUITA                  ,0.025,,0.025,,,,0.06,0.06,0.06,,
7641110042409293,WAYFINDER                ,0.11,0.11,0.11,,,,0.1,0.1,0.1,,
7641110042409304,TIDDLYWINKS              ,0.16,0.16,0.16,,,,0.11,0.11,0.11,,
7641110042409311,YOUR MECHANIC            ,0.28,0.28,0.28,,,,0.13,0.13,0.13,,
7641110042409312,EAVES                    ,0.21,0.21,0.21,,,,0.18,0.18,0.18,,
7641110042409313,BEAUMONT FLORIST         ,0.32,0.32,0.32,,,,0.08,0.08,0.08,,
7641110042409316,CYTEK LLC                ,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409318,PRESTIGIOUS SANTA BARBARA,0.06,,0.06,,,,0.1,,0.1,,
7641110042409320,TILLY TIMMS              ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042409321,ULUA                     ,0.31,0.31,0.31,,,,0.11,0.11,0.11,,
7641110042409324,OCEANSIDE PHOTO & TELESCO,0.07,0.07,0.07,0.07,,,0.11,0.11,0.11,0.11,
7641110042409340,INTERNATIONAL SALONSPA BU,0.11,0.11,0.11,,,,0.13,0.13,0.13,,
7641110042409344,T3 ADVENTURES            ,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042409356,BACKYARD SOCIAL PDX      ,0.21,0.21,0.21,,,,0.1,0.1,0.1,,
7641110042409364,SOLOMON BROTHERS FINE JE ,0.07,,0.07,,,,0.12,0.07,0.12,0.12,
7641110042409378,BLUE FIN GRILL & SUSHI   ,0.11,0.11,0.11,,,,0.08,0.08,0.08,,
7641110042409386,VANCOUVER ENDODONTIC GROU,0.16,0.16,0.16,,,,0.13,0.13,0.13,,
7641110042409387,GATES FAMILY DENTISTRY OF,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042409389,FERREL'S CHIROPRACTIC    ,0.51,0.51,0.51,,,,0.13,0.09,0.13,,
7641110042409390,CORKY'S RESTAURANT & THE ,0.01,0.01,0.01,,,,0.1,0.1,0.1,,
7641110042409391,PATYS RESTAURANT         ,0.01,0.01,0.01,,,,0.1,0.1,0.1,,
7641110042409398,TRI PRINT LLC            ,0.19,0.19,0.19,,,,0.13,0.13,0.13,,
7641110042409401,ASSOCIATION OF SOUTHERN C,1.1,1.1,1.1,,,,0.03,0.08,0.03,,
7641110042409403,RADIANCE                 ,0.26,0.26,0.26,,,,0.09,0.09,0.09,,
7641110042409409,SAND PEOPLE - 14         ,0.17,,0.17,0.06,,,0.13,0.13,0.13,0.13,
7641110042409419,REDLAND FAMILY DENTISTRY ,0.36,0.36,0.36,,,,0.03,0.03,0.03,,
7641110042409428,SOLOMON BROTHERS (INTERNE,0.07,,0.07,,,,0.12,0.07,0.12,,
7641110042409432,SPARTAN SHOP             ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409446,GIANT LEAP ROCKETRY      ,0.37,0.37,0.37,,,,0.13,0.13,0.13,,
7641110042409448,CREATIVE FLAVORS CATERING,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409468,3D BABY FETAL IMAGERY LLC,0.26,,0.26,,,,0.11,0.09,0.11,,
7641110042409476,METRO PCS                ,0.11,0.11,0.11,,,,0.11,0.11,0.11,,
7641110042409479,SAFARI HELICOPTER TOURS -,0.12,0.12,0.12,,,,0.08,0.08,0.08,,
7641110042409482,SAND PEOPLE - 15         ,0.17,,0.17,0.06,,,0.13,0.13,0.13,0.13,
7641110042409486,BIASA ROSE BOUTIQUE      ,0.36,0.36,0.36,,,,0.11,0.11,0.11,,
7641110042409498,QUALITY INN              ,0.11,,0.11,,,,0.08,0.08,0.08,,
7641110042409499,LIFE SMILE DENTAL GROUP  ,0.3,0.3,0.3,,,,0.18,0.18,0.18,,
7641110042409513,GAZEBO REST/GIFT         ,0.11,,0.11,,,,0.13,0.13,0.13,,
7641110042409518,MCDOWELL FAMILY DENTISTRY,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042409529,WAYNE H MORI DMD         ,0.36,0.36,0.36,,,,0.13,0.13,0.13,,
7641110042409531,INTERIOR DOOR AND CLOSET ,0.11,0.11,0.11,,,,0.18,0.18,0.18,,
7641110042409545,ANDREW J SMITH DMD       ,0.26,0.26,0.26,,,,0.13,0.13,0.13,,
7641110042409560,HARVEST CAFE VENTURA     ,0.16,0.16,0.16,,,,0.1,0.1,0.1,,
7641110042409562,"MICHAEL RENGA FLOORING, I",0.21,,0.21,,,,0.11,0.11,0.11,,
7641110042409563,ULTIMATE WHALE WATCH     ,0.1,0.1,0.1,,,,0.11,0.11,0.11,,
7641110042409567,GLENN'S CYCLE SUPPLY LLC ,0.21,0.21,0.21,,,,0.13,0.13,0.13,,
